MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
117.42,758,35,0.25,141,14.6,950,236.9,7.3,0,4.3,0.3,0.3,156.1,13.7,19.3,105,83.7,7.3,0,0,27,1,1,NYCBRO917,3,3,154,48,46,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,3,No,1,150,No,4-Medium,Other,Professiol,Yes,Yes
32.99,0,40,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,NOLKEN504,1,1,482,48,46,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Other,Other,Yes,Yes
34.99,106,45,0,0,0,28,0,0.3,0,8.3,0,0,9.1,4.3,2,21,11.3,0.3,0,0,9,1,1,LAXPER909,1,1,258,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Other,Other,?,No
81.2,709,43,1.98,103,0.4,906,121,15.7,1.3,41.7,2.7,0,128.1,8,0,143,124.3,17,0,1,8,1,1,LAXONT909,2,1,229,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,5-Low,Suburban,Other,?,No
114.09,930,50,0,175,0,-80,-41.7,12.3,1.7,166.3,13.3,0,225,118.3,50.7,317.3,204,14,0,6.3,7,1,1,APCSIL301,1,1,198,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
31.71,1050,45,0.25,2,0,138,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,INDLAF765,1,1,276,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,Yes
96.25,2481,78,0.74,54,0.1,174,-16.3,11.3,0,58.7,3.3,0.3,113,9.7,1,164.7,237,11.3,0,2.3,8,1,1,SEAEVE425,1,1,215,30,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,?,No,3-Good,Other,Other,No,Yes
36.45,457,29,0.5,4,0,-8,2.1,8.7,1.3,49.3,1.7,0.3,64.6,23.3,4.7,71,84.3,10,0,0,22,1,1,APCSIL301,1,1,653,40,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,3-Good,Suburban,Other,?,No
29.99,28,30,0,0,0,-3,0,1.7,0,0,0,0,2.9,0,0,15.7,2.3,1.7,0,0,29,1,1,NYCBRO917,1,1,876,38,0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,?,No,1-Highest,Town,Other,Yes,No
54.59,842,60,0,12,0,-498,-4.6,16,19.7,76.3,0,0,13.8,0.7,0.3,97.7,48,35.7,0,0,10,2,1,INHCEL419,1,1,292,44,52,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Rural,Other,?,No
75.24,618,85,0.25,0,0,74,-0.2,12.3,0.7,47,1,0.3,152.8,35,19,205.7,90.3,13,0,5,23,2,2,LAXCOV626,1,1,684,48,48,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,3-Good,Other,Professiol,Yes,No
45.83,916,44,0,20,0,277,6,14.3,4.3,19.3,13.3,0,186.3,114.7,18.3,135.3,192,18.7,0,3.7,13,2,2,ATLATL678,1,1,383,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,?,No,3-Good,Other,Other,No,No
39.99,406,50,0,0,0,137,0,1.3,0,29.7,2,0,22.6,3,0,58.3,34.7,1.3,0,0,7,1,1,NNYUTI315,1,1,192,36,36,Yes,No,Yes,Yes,No,?,Yes,Yes,No,No,No,No,0,0,No,No,0,4,No,0,?,No,5-Low,Other,Other,?,No
36.2,122,40,2.48,0,3.7,-14,-0.6,1.3,1.7,4.3,0,0,6.6,3,0.3,31.7,19,3,0,0.3,16,1,1,MINMIN612,1,1,484,38,36,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Town,Professiol,Yes,No
53.21,194,60,3.22,0,0,3,0.7,1,1.3,4.7,0,0,11.4,11.3,3,36.7,12.7,2.3,0,0,29,3,3,STLSTL314,3,3,401,40,40,No,No,Yes,No,No,Known,No,No,Yes,No,No,Yes,0,0,Yes,No,0,7,No,0,80,No,1-Highest,Town,Other,Yes,No
57.02,441,60,1.49,7,0.2,-57,-2.8,7,1,22,0,0.3,102.5,18.3,10,137.7,22.3,8,0,2.3,35,5,4,SFRSCL408,2,2,483,50,46,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,30,No,1-Highest,Suburban,Professiol,Yes,No
30.38,80,30,0,0,0.4,22,-0.4,1,0.3,7,0,0.3,5.8,11,1.7,23,12.3,1.3,0,0.3,21,2,2,OHICIN513,1,1,631,28,0,No,No,No,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Rural,Other,?,Yes
64.68,213,56,0.25,1,8,-131,-14.7,4,0,11.3,0,0,73.3,11.7,0,21.7,33.3,4,0,0,30,1,1,DETPON248,1,1,911,32,30,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,?,No,1-Highest,Town,Other,Yes,Yes
53.88,40,65,0,0,0,-37,-38.3,0.3,0,3,0,0,6.1,3.3,0.3,18.7,3.7,0.3,0,0,22,2,2,HARBRI203,1,1,655,36,36,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Town,Professiol,Yes,No
36.25,210,55,0,0,0,7,6,1.3,0.7,5,0,0,19.6,7.7,0.3,34.7,32.3,2,0,0,12,1,1,HOUHOU281,1,1,355,30,30,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,8,No,0,?,No,2-High,Suburban,Other,Yes,No
75.08,446,63,0,18,0,-63,13.1,0.7,0.3,8.3,30.3,0,154.6,4.3,2,46.3,38.3,1,0,0,16,2,2,NMXALB505,3,3,142,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,60,No,3-Good,Other,Other,Yes,No
30.36,111,40,0,0,0,30,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,INDMUN765,2,2,240,54,32,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,5,No,0,30,No,4-Medium,Other,Professiol,Yes,No
30.98,64,30,0.99,0,0,-64,-1,1.7,0,0,1,0,0,1.3,0,10,1.3,1.7,0,0,36,1,1,LAXLAX323,4,2,530,60,0,No,Yes,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,9,No,0,10,No,5-Low,Other,Professiol,Yes,Yes
30.9,22,30,0,0,0.6,-14,1,0.3,0,1.3,0,0,1.2,0,0,4,2,0.3,0,0,22,3,2,SEAEUG541,1,1,683,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,1-Highest,Other,Other,?,No
19.99,8,20,0,0,0,-4,0,0,0.7,0,0,0,0,0,0,1.7,1.7,0.7,0,0,31,1,1,NCRGRE336,1,1,932,54,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,1,?,No,1-Highest,Town,Homemaker,Yes,No
122.9,1825,60,3.22,174,0,599,69.6,16.7,0.7,37.3,0.3,0,722.5,82,40.3,168.7,184,17.3,0,2.3,9,1,1,DETANN734,2,2,27,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,80,No,2-High,Other,Other,?,No
50.48,218,60,0,0,0,-140,-0.5,0.3,8.3,3.3,0,0,77.4,20,0.7,48,20.7,8.7,0,0.7,11,2,1,NCRGRB757,1,1,325,26,24,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,2,No,0,?,No,2-High,Town,Crafts,Yes,No
36.95,1429,45,0.5,2,0.3,52,-1,43,12.7,55.3,5.3,0.3,140.7,52.3,13.3,62.3,133.7,55.7,0,0.3,6,1,1,NYCBRO917,1,1,182,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,6-VeryLow,Other,Other,?,No
16.99,1,17,0,0,0,1,0,0,0.3,0.3,0,0,0,0,0,1,0,0.3,0,0,47,2,2,OKCOKC405,1,1,1402,80,78,No,No,No,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,9,No,0,?,No,1-Highest,Other,Professiol,Yes,No
50.64,568,60,0.25,1,0,282,1,2,2,60,0,0,77.4,8,0.3,70,75,4,0,1,37,1,1,FLNLEE352,1,1,1112,58,50,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,1-Highest,Town,Other,Yes,No
35.39,84,45,0,0,0,46,-0.4,0.7,0.3,5.7,0.7,0.3,3.2,4.7,0.7,11.3,9.7,1,0,0,19,2,2,APCSIL301,1,1,571,52,46,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,?,No,2-High,Suburban,Other,No,No
94.9,588,75,1.73,46,1.6,333,-3.2,3,29,36.7,0,3,87.8,42.3,12.7,135,74.3,32,0,3.3,12,2,2,OHHCHI740,2,2,200,32,26,Yes,Yes,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,30,No,3-Good,Town,Other,Yes,No
61.58,351,46,2.48,41,1.3,45,5.5,15,1.3,21.3,8.3,1,99.2,47,9.7,108.7,57.3,16.3,0,1,10,1,1,SEATAC253,3,2,248,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,100,No,5-Low,Suburban,Other,?,No
53.14,568,60,1.73,0,1.2,6,-2.3,13.3,6.7,51.3,0.7,0.3,37.7,43.7,4,135,107,20,0,0.3,27,1,1,APCSIL301,2,2,51,38,34,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,1,0,No,No,1,7,Yes,0,30,Yes,5-Low,Suburban,Other,Yes,No
67.97,371,80,0,16,1.8,9,6.8,3,16.7,27,8.3,0,132.5,21.7,6.3,101.3,46.7,19.7,0,0,29,3,3,PHIAVD610,1,1,868,40,40,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Town,Crafts,Yes,No
35.77,214,32,0,0,0,-4,-0.3,1,4.3,12,0,0,25.8,4.7,2.3,46.7,10.7,5.3,0,1,17,2,2,DALFTW817,1,1,525,38,38,No,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Suburban,Other,No,No
60.24,142,80,0.25,0,0,119,-0.2,0.7,4.7,20.7,0,0,20.9,12.3,5.7,29.3,17,5.3,0,0,10,2,2,LAXA714,1,1,293,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
31.15,20,30,0.25,0,0.6,-6,-1.2,0,0.3,1.3,0,0,0,0.7,0,5.7,4.3,0.3,0,0,27,1,1,MINSTP612,1,1,833,44,42,Yes,No,No,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,1-Highest,Suburban,Other,Yes,No
11.27,186,10,0,0,1.3,76,-1.3,1.7,3,9,0,0,82.9,0,0,60.3,7.7,4.7,0,0.7,15,3,2,DALDAL214,2,2,461,26,38,Yes,Yes,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,30,No,1-Highest,Other,Clerical,Yes,Yes
75.09,250,80,0,38,0,-112,-15.1,1.7,1,19.3,0,0,15.9,8,1.7,89.7,17,2.7,0,0.3,26,3,2,HOUSPR832,2,2,271,52,46,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,80,No,2-High,Suburban,Other,Yes,No
131.23,572,30,0.99,148,43.9,156,66.3,8.3,1,32,0,0,118.8,30.3,9,87,84,9.3,0,3,15,1,1,APCFCH703,1,1,450,26,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,3-Good,Other,Other,?,No
39.48,1199,45,0.5,0,0,125,0.5,0.3,1.3,12.7,0.7,0.7,15.4,0.7,0,21.7,26.3,1.7,0,0,11,1,1,NMXELP915,1,1,332,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,4-Medium,Suburban,Other,?,Yes
56.84,191,60,0,21,0,26,-6.8,2.7,3.7,8.7,1,0,5.1,10.3,2.3,32.3,19,6.3,0,0,13,2,2,PHIWIL302,2,2,256,54,52,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,9,No,0,40,No,2-High,Suburban,Professiol,Yes,No
51.14,524,50,0.25,0,0,120,1,4.7,0,41.3,0,0,141.5,25,8.3,70.3,61.7,4.7,0,1.3,27,1,1,BOSPRO401,1,1,819,40,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,?,No,2-High,Town,Self,No,No
83.35,598,37,0,2,0,-358,-43.4,11.3,3.7,88,9.7,0.3,73.1,29.3,6,66.7,117.7,15,0,0.7,11,1,1,AIRJAC910,1,1,332,48,46,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Other,Other,Yes,Yes
10.65,358,10,0,0,0,6,-0.5,1,17.3,10.3,0,0,29.1,20,9,79,2,18.3,0,0,31,2,2,OHILAN740,2,1,937,52,48,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,8,No,0,30,No,1-Highest,Town,Professiol,Yes,No
30.77,32,30,0.5,0,0,-8,0.2,0,0.7,1.7,0,0,1.3,0,0,3.3,5.7,0.7,0,0,43,2,1,DALDAL214,1,1,1303,46,46,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,?,No,1-Highest,Suburban,Professiol,No,Yes
30.15,80,30,0,0,0,-26,-0.2,2.7,1.3,17.7,0,0,16.2,3,0,36.3,10.3,4,0,0,18,1,1,SFRSCL408,1,1,546,42,0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,?,No,2-High,Other,Professiol,Yes,No
60.33,491,35,0,26,0.2,187,37.8,10,0.7,25,0.3,0,91.6,11.3,0,51.3,83.7,10.7,0,0.7,21,1,1,NYCQUE917,1,1,634,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,1,9,No,0,?,No,2-High,Other,Other,No,Yes
90.23,1157,80,0.25,79,0.2,302,66.4,2,1.7,20,1,0,371.1,81.7,49.7,96.3,180.7,4,0,5.3,7,1,1,MINCOR763,2,2,8,46,46,No,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,150,No,5-Low,Suburban,Other,Yes,No
37.02,114,32,0.5,15,3.1,2,10,0,0.3,4.3,0,0,9.6,7.3,1.7,21,15.7,0.3,0,0,19,2,2,HOUHOU281,1,1,575,38,40,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,3-Good,Suburban,Other,Yes,No
131.09,1164,58,2.97,114,0,-1164,-33.2,2.7,0,13.7,2.7,0,148.7,46.3,12.7,109,74,2.7,0,1.3,9,1,1,SFRSFR415,1,1,259,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,?,No,5-Low,Suburban,Other,?,No
201.68,1725,40,0,388,6.2,-434,-23.9,15.3,0.7,16.3,0,0,671,35.7,6.3,173.7,112,16,0,5.7,31,1,1,NYCS516,3,2,455,46,50,Yes,No,Yes,Yes,Yes,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,7,No,0,80,No,1-Highest,Suburban,Other,Yes,No
85.37,653,55,0.25,83,0,67,28.3,5.7,19,23.3,0.3,1.7,127.3,42.3,2.3,178.3,48.7,24.7,0,0,20,1,1,OHICOL614,2,2,318,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,2-High,Town,Other,?,No
11.84,24,10,0,7,0,12,-1.8,1.3,0,3.7,0,0.3,7.7,2.7,4,7,3.3,1.3,0,0,11,2,2,BOSBOS508,1,1,328,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,3-Good,Other,Other,?,No
44.34,164,30,0,41,0,-4,-2.5,4.3,1.3,8.7,0,0,10.2,9,1.3,37,19,5.7,0,0,23,1,1,HARHAR860,1,1,677,38,0,No,Yes,Yes,No,No,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Town,Other,No,No
136.55,870,73,10.64,210,0,-20,-22.8,6.7,0.7,17.3,0,0,248.3,35.3,3.3,188.3,20.7,7.3,0,0.3,37,2,2,LAXCDG310,3,3,204,40,38,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,9,No,0,150,No,1-Highest,Other,Professiol,Yes,Yes
35.71,137,30,0,0,5.4,1,16.1,0,0,4.3,0,0,3.1,1.7,0,12,10.3,0,0,0,19,1,1,KCYKCK913,2,1,573,30,26,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,4,No,0,10,No,2-High,Suburban,Professiol,?,No
47.47,1288,35,0,28,0,-925,-13.1,7.3,6,56.3,10.3,11.3,268.2,14.3,1,98,215.3,13.3,0,8,7,1,1,BOSPRO401,1,1,199,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,Yes
127.12,1332,60,2.48,180,17.8,278,111.8,20,0,3,4.7,0.3,374.8,71.3,31.3,182.7,179.7,20,0,0,12,1,1,NYCMAN917,3,2,50,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,100,No,5-Low,Other,Other,?,No
128.66,776,81,4.95,82,22.6,78,47.4,27.3,7,78.7,1,0,129.4,27.3,7,231,62.7,34.3,0,0.7,9,2,2,SHEMAR304,1,1,279,54,18,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,2-High,Other,Self,?,No
124.32,1292,75,3.22,158,4.7,-82,-24.4,9.3,0.7,20.7,0,0,241,32.7,1.7,248.3,26.3,10,0,2,11,1,1,HARHAR860,2,2,317,24,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,130,No,2-High,Other,Other,?,Yes
67.99,1319,60,0.25,41,0,-1174,-18,38.3,5.7,155.7,15.7,1.7,360.8,38.3,2.3,165,327.7,44,0,0,12,1,1,NYCBRO917,2,2,64,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,7-Lowest,Other,Other,?,No
20,16,20,0,0,0,24,0,0,0,0,0.7,0,0.2,0.3,0,1.3,1.7,0,0,0,50,1,1,DETTOL419,2,2,1517,30,26,Yes,No,No,No,No,?,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,10,No,1-Highest,Other,Crafts,Yes,No
16.49,319,10,0.99,22,0,-112,-6.5,2,0.7,10,0,0,86,14.3,1,91.3,17.7,2.7,0,2,13,2,2,BOSBOS617,1,1,377,32,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,3-Good,Other,Other,No,No
63.78,424,70,0,0,0,104,-0.5,2.3,4.7,62,1.7,0,53.2,10.7,1.3,24.7,59,7,0,0,42,2,2,SFRSFR415,4,3,557,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,1,10,No,3-Good,Other,Other,?,No
39.58,443,40,1.73,19,1.1,79,-7.6,0.7,1,5.3,0,0,75.2,10.7,1,39.3,10.7,1.7,0,0,14,1,1,INDIND317,1,1,417,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Rural,Other,?,No
25.71,49,25,0.5,0,0,-22,0.3,0.7,0.7,2.3,0.3,0,1.9,1.3,0.3,15.3,1,1.3,0,0,29,2,2,MIAHWD954,2,1,875,26,24,No,No,No,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Other,Other,Yes,Yes
161.13,2267,100,3.71,140,2.4,-25,-12.9,6.3,18.7,124,1,3,953.3,76.3,36.7,278,475,25,0.7,31.7,14,1,1,STLSTL314,3,2,7,50,34,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,3,No,0,100,No,2-High,Suburban,Clerical,No,No
68.84,152,50,0,0,0,-140,-18.8,2,0.7,31,0,0.3,52.8,11.3,0,8.7,33.3,2.7,0,0.7,22,6,5,BOSPRO401,1,1,678,76,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,1-Highest,Suburban,Other,?,Yes
79.03,1884,85,0,2,0,-134,0.9,4,2,18.7,2,0.7,448.1,29.7,12.3,160.7,110.3,6,0,6.3,20,1,1,LOULOU502,1,1,580,30,0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,4,No,0,?,No,3-Good,Other,Professiol,No,No
15.54,262,10,0.74,16,0,70,-4.3,2.7,0.7,9.7,0,0,72.8,10.7,3.7,51.7,12,3.3,0,0,17,2,2,MIANDA305,1,1,504,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,6,No,0,?,No,2-High,Other,Other,No,No
269.82,1368,60,14.85,646,11.3,30,11.8,24.7,1.3,44.3,0,0,72.3,24.3,2.3,273,25.7,26,0,1,12,1,1,BOSFRA508,1,1,372,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,Yes
97.7,1163,45,0.5,178,0,78,-12.3,5.3,38.3,53.3,2.3,3,258.9,50,3.7,154.3,186,43.7,0,8.7,8,2,1,CHINBK847,1,1,238,34,22,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,?,No,4-Medium,Town,Other,No,No
29.99,115,35,0,0,0,112,0,2.3,0.3,11.3,0,0,9.5,2.3,0.3,18,31.7,2.7,0,0,14,2,1,NYCBRO917,2,2,71,60,58,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,130,No,1-Highest,Other,Other,Yes,No
10,6,10,0,0,0,-6,0,0,0,0.7,0,0,0,0,0,1.3,3,0,0,0,21,1,1,LAXA714,1,1,630,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,Yes
36.27,95,45,0.99,0,0.3,-79,-0.3,5.7,1.7,19,0,0,1.6,9,0,36.3,9.3,7.3,0,0,12,1,1,SEAEUG541,1,1,346,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,Yes
30.27,22,30,0,0,0,4,-0.3,0,0,5,0,0,0,0,0,5.7,1.3,0,0,0,16,1,1,FLNOCA352,1,1,482,50,76,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Town,Professiol,No,Yes
43.62,69,42,0,4,0,-55,-1.1,1,0,2.7,0,0,17.1,7.3,1.7,11,3,1,0,0,27,2,2,PHXPHX602,1,1,807,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,6,No,0,?,No,1-Highest,Other,Other,?,No
30.68,44,40,0.5,0,0.2,-27,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,NYCMAN917,1,1,399,68,0,No,No,No,No,No,Known,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,No,0,6,No,0,?,No,2-High,Other,Professiol,No,No
36.69,148,30,0.5,20,0,-102,-10.6,1.7,1.7,9,0.7,0,41.5,1,9.7,40,25.7,3.3,0,0.3,22,1,1,HOUHOU281,1,1,677,32,0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,1,?,No,4-Medium,Other,Other,Yes,No
85.98,1766,95,0.99,0,0,-177,-1,24,44.3,166.7,3.3,0,581.1,222,107.7,556.3,462,68.3,0,16.7,10,1,1,HOUHOU281,1,1,298,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,Yes
44.48,334,45,1.98,18,1.1,183,22.4,6.7,1.7,17.7,0,0,36.9,9.7,2.7,41,50.3,8.3,0,0.7,31,1,1,HARNOR203,1,1,951,32,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,1-Highest,Other,Other,Yes,No
51.87,457,50,0,0,0,24,0.5,3,0,21.3,0,0,256,10,0.3,100.7,25.3,3,0,2.3,16,1,1,NEVLVS702,1,1,473,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
16.71,32,17,0,0,0,94,34.9,0,0,4,0.7,0,7.5,0,0.3,8,16,0,0,0,11,1,1,SANCRP512,1,1,349,40,42,Yes,Yes,No,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,?,No,3-Good,Other,Other,Yes,Yes
36.11,73,32,0.74,10,0.3,35,0.1,2.3,0.3,21.3,0,0,24.7,7.3,7.3,30.7,16.7,2.7,0,0,22,2,2,PHXPHX602,2,2,76,42,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,7,No,0,10,No,3-Good,Town,Other,?,No
35.01,115,40,0,0,2,-115,-1,24,9,1,0.7,0,9.1,5.3,0.3,4.7,7,33,0,0.3,23,1,1,DETPON248,2,2,404,56,50,No,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,Yes,No,Yes,1,0,No,No,0,5,No,0,60,Yes,2-High,Suburban,Student,Yes,Yes
